,spid,direction,hit,meas
347,266,up,0,CellCount
349,267,up,0,CellCount
351,268,up,0,CellCount
353,269,up,0,CellCount
355,27,up,0,CellCount
357,270,up,0,CellCount
359,271,up,0,CellCount
361,272,up,0,CellCount
363,273,up,0,CellCount
365,274,up,0,CellCount
367,275,up,0,CellCount
369,276,up,0,CellCount
371,277,up,0,CellCount
373,278,up,0,CellCount
375,279,up,0,CellCount
377,28,up,0,CellCount
379,280,up,0,CellCount
381,281,up,0,CellCount
383,282,up,0,CellCount
385,283,up,0,CellCount
387,284,up,0,CellCount
389,285,up,0,CellCount
391,286,up,0,CellCount
339,262,up,0,CellCount
449,312,up,0,CellCount
225,201,up,0,CellCount
221,20,up,0,CellCount
59,126,up,0,CellCount
61,127,up,0,CellCount
63,128,up,0,CellCount
65,129,up,0,CellCount
67,13,up,0,CellCount
69,130,up,0,CellCount
71,131,up,0,CellCount
73,132,up,0,CellCount
75,133,up,0,CellCount
77,134,up,0,CellCount
79,135,up,0,CellCount
57,125,up,0,CellCount
81,136,up,0,CellCount
85,138,up,0,CellCount
