,spid,direction,hit,meas
1281,708,up,1,MMP
1107,629,up,0,MMP
1023,59,up,0,MMP
1283,709,up,1,MMP
1217,679,up,0,MMP
1021,589,up,0,MMP
1109,63,up,0,MMP
1285,71,up,0,MMP
1019,588,up,0,MMP
1111,630,up,0,MMP
1017,587,up,0,MMP
1287,710,up,0,MMP
1003,58,up,0,MMP
1215,678,up,0,MMP
1289,713,up,0,MMP
1113,631,up,0,MMP
1013,584,up,0,MMP
1213,677,up,0,MMP
1291,714,up,0,MMP
1011,583,up,0,MMP
1115,632,up,0,MMP
1009,582,up,0,MMP
1293,715,up,0,MMP
1211,676,up,0,MMP
1007,581,up,0,MMP
1117,633,up,2,MMP
1295,716,up,0,MMP
1005,580,up,3,MMP
1015,585,up,0,MMP
1171,658,up,0,MMP
683,422,up,0,MMP
909,537,up,0,MMP
287,239,up,2,MMP
289,24,up,0,MMP
291,240,up,0,MMP
293,241,up,0,MMP
295,242,up,0,MMP
297,243,up,0,MMP
299,244,up,0,MMP
301,245,up,0,MMP
303,246,up,0,MMP
305,247,up,1,MMP
307,248,up,0,MMP
285,238,up,0,MMP
309,249,up,0,MMP
313,250,up,0,MMP
315,251,up,0,MMP
317,252,up,4,MMP
319,253,up,3,MMP
321,254,up,0,MMP
323,255,up,0,MMP
325,256,up,0,MMP
327,257,up,0,MMP
329,258,up,0,MMP
331,259,up,0,MMP
333,26,up,0,MMP
311,25,up,0,MMP
283,237,up,4,MMP
281,236,up,0,MMP
279,235,up,0,MMP
229,203,up,0,MMP
231,204,up,0,MMP
233,205,up,0,MMP
235,21,up,0,MMP
237,216,up,2,MMP
239,217,up,1,MMP
241,218,up,2,MMP
243,219,up,1,MMP
245,22,up,0,MMP
247,220,up,1,MMP
249,221,up,0,MMP
251,222,up,2,MMP
253,223,up,3,MMP
255,224,up,2,MMP
257,225,up,2,MMP
259,226,up,2,MMP
261,227,up,1,MMP
263,228,up,1,MMP
265,229,up,1,MMP
267,23,up,0,MMP
269,230,up,1,MMP
271,231,up,1,MMP
273,232,up,2,MMP
275,233,up,0,MMP
277,234,up,1,MMP
335,260,up,0,MMP
227,202,up,0,MMP
337,261,up,0,MMP
341,263,up,0,MMP
401,290,up,0,MMP
403,291,up,0,MMP
405,292,up,0,MMP
407,293,up,0,MMP
409,294,up,0,MMP
411,295,up,0,MMP
413,296,up,2,MMP
415,297,up,0,MMP
417,298,up,0,MMP
419,299,up,4,MMP
421,30,up,0,MMP
399,29,up,0,MMP
423,300,up,0,MMP
427,302,up,0,MMP
429,303,up,0,MMP
431,304,up,0,MMP
433,305,up,0,MMP
435,306,up,0,MMP
437,307,up,0,MMP
439,308,up,0,MMP
441,309,up,1,MMP
443,31,up,0,MMP
445,310,up,0,MMP
447,311,up,2,MMP
425,301,up,0,MMP
397,289,up,0,MMP
395,288,up,1,MMP
393,287,up,0,MMP
343,264,up,1,MMP
345,265,up,4,MMP
347,266,up,0,MMP
349,267,up,0,MMP
351,268,up,0,MMP
353,269,up,0,MMP
355,27,up,0,MMP
357,270,up,3,MMP
359,271,up,0,MMP
361,272,up,0,MMP
363,273,up,0,MMP
365,274,up,0,MMP
367,275,up,0,MMP
369,276,up,4,MMP
371,277,up,0,MMP
373,278,up,0,MMP
375,279,up,0,MMP
377,28,up,0,MMP
379,280,up,0,MMP
381,281,up,0,MMP
383,282,up,0,MMP
385,283,up,0,MMP
387,284,up,0,MMP
389,285,up,0,MMP
391,286,up,0,MMP
339,262,up,0,MMP
449,312,up,4,MMP
225,201,up,0,MMP
221,20,up,0,MMP
59,126,up,0,MMP
61,127,up,0,MMP
63,128,up,0,MMP
65,129,up,0,MMP
67,13,up,0,MMP
69,130,up,0,MMP
71,131,up,0,MMP
73,132,up,0,MMP
75,133,up,0,MMP
77,134,up,0,MMP
79,135,up,0,MMP
57,125,up,0,MMP
81,136,up,0,MMP
85,138,up,0,MMP
87,139,up,0,MMP
89,14,up,0,MMP
91,140,up,0,MMP
93,141,up,0,MMP
95,142,up,0,MMP
97,143,up,3,MMP
99,144,up,0,MMP
101,145,up,0,MMP
103,146,up,3,MMP
105,147,up,0,MMP
83,137,up,0,MMP
55,124,up,0,MMP
53,123,up,0,MMP
51,122,up,0,MMP
1,10,up,0,MMP
3,100,up,0,MMP
5,101,up,0,MMP
7,102,up,0,MMP
9,103,up,0,MMP
11,104,up,0,MMP
13,105,up,3,MMP
15,106,up,0,MMP
17,107,up,0,MMP
19,108,up,0,MMP
21,109,up,0,MMP
23,11,up,0,MMP
25,110,up,0,MMP
27,111,up,0,MMP
29,112,up,0,MMP
31,113,up,0,MMP
33,114,up,0,MMP
35,115,up,0,MMP
37,116,up,2,MMP
39,117,up,0,MMP
41,118,up,0,MMP
43,119,up,0,MMP
45,12,up,0,MMP
47,120,up,0,MMP
49,121,up,0,MMP
107,148,up,0,MMP
223,200,up,0,MMP
109,149,up,0,MMP
113,150,up,0,MMP
173,178,up,0,MMP
175,179,up,3,MMP
177,18,up,0,MMP
179,180,up,0,MMP
181,181,up,0,MMP
183,182,up,0,MMP
185,183,up,4,MMP
187,184,up,0,MMP
189,185,up,0,MMP
191,186,up,0,MMP
193,187,up,0,MMP
171,177,up,0,MMP
195,188,up,0,MMP
199,19,up,0,MMP
201,190,up,0,MMP
203,191,up,0,MMP
205,192,up,0,MMP
207,193,up,0,MMP
209,194,up,0,MMP
211,195,up,0,MMP
213,196,up,3,MMP
215,197,up,0,MMP
217,198,up,0,MMP
219,199,up,0,MMP
197,189,up,1,MMP
169,176,up,0,MMP
167,175,up,0,MMP
165,174,up,0,MMP
115,151,up,0,MMP
117,152,up,4,MMP
119,153,up,0,MMP
121,154,up,0,MMP
123,155,up,0,MMP
125,156,up,0,MMP
127,157,up,0,MMP
129,158,up,0,MMP
131,159,up,0,MMP
133,16,up,0,MMP
135,160,up,0,MMP
137,161,up,0,MMP
139,162,up,0,MMP
141,163,up,3,MMP
